"Alaine","Bergesen","7667SHulenSt#42","Yonkers","NY",10701,"914-300-9193","alaine_bergesen@cox.net"
"Earleen","Mai","75684SWithlapopkaDr#32","Dallas","TX",75227,"214-289-1973","earleen_mai@cox.net"
"Leonida","Gobern","5ElmwoodParkBlvd","Biloxi","MS",39530,"228-235-5615","leonida@gobern.org"
"Ressie","Auffrey","23PaloAltoSq","Miami","FL",33134,"305-604-8981","ressie.auffrey@yahoo.com"
"Justine","Mugnolo","38062EMainSt","NewYork","NY",10048,"212-304-9225","jmugnolo@yahoo.com"
"Eladia","Saulter","3958SDupontHwy#7","Ramsey","NJ","07446","201-474-4924","eladia@saulter.com"
"Chaya","Malvin","560CivicCenterDr","AnnArbor","MI",48103,"734-928-5182","chaya@malvin.com"
"Gwenn","Suffield","3270DequindreRd","DeerPark","NY",11729,"631-258-6558","gwenn_suffield@suffield.org"
"Salena","Karpel","1GarfieldAve#7","Canton","OH",44707,"330-791-8557","skarpel@cox.net"
"Yoko","Fishburne","9122CarpenterAve","NewHaven","CT","06511","203-506-4706","yoko@fishburne.com"
"Taryn","Moyd","48LenoxSt","Fairfax","VA",22030,"703-322-4041","taryn.moyd@hotmail.com"
"Katina","Polidori","5LittleRiverTpke","Wilmington","MA","01887","978-626-2978","katina_polidori@aol.com"
"Rickie","Plumer","3NGroesbeckHwy","Toledo","OH",43613,"419-693-1334","rickie.plumer@aol.com"
"Alex","Loader","37NElmSt#916","Tacoma","WA",98409,"253-660-7821","alex@loader.com"
"Lashon","Vizarro","433WestminsterBlvd#590","Roseville","CA",95661,"916-741-7884","lashon@aol.com"
"Lauran","Burnard","66697ParkPl#3224","Riverton","WY",82501,"307-342-7795","lburnard@burnard.com"
"Ceola","Setter","96263GreenwoodPl","Warren","ME","04864","207-627-7565","ceola.setter@setter.org"
"My","Rantanen","8McarthurLn","Richboro","PA",18954,"215-491-5633","my@hotmail.com"
"Lorrine","Worlds","8FairLawnAve","Tampa","FL",33614,"813-769-2939","lorrine.worlds@worlds.com"
"Peggie","Sturiale","9N14thSt","ElCajon","CA",92020,"619-608-1763","peggie@cox.net"
"Marvel","Raymo","9VanowenSt","CollegeStation","TX",77840,"979-718-8968","mraymo@yahoo.com"
"Daron","Dinos","18WaterlooGenevaRd","HighlandPark","IL",60035,"847-233-3075","daron_dinos@cox.net"
"An","Fritz","506SHaciendaDr","AtlanticCity","NJ","08401","609-228-5265","an_fritz@hotmail.com"
"Portia","Stimmel","3732ShermanAve","Bridgewater","NJ","08807","908-722-7128","portia.stimmel@aol.com"
"Rhea","Aredondo","25657LiveOakSt","Brooklyn","NY",11226,"718-560-9537","rhea_aredondo@cox.net"
"Benedict","Sama","4923CareyAve","SaintLouis","MO",63104,"314-787-1588","bsama@cox.net"
"Alyce","Arias","3196SRiderTrl","Stockton","CA",95207,"209-317-1801","alyce@arias.org"
"Heike","Berganza","3RailwayAve#75","LittleFalls","NJ","07424","973-936-5095","heike@gmail.com"
"Carey","Dopico","87393EHighlandRd","Indianapolis","IN",46220,"317-578-2453","carey_dopico@dopico.org"
"Dottie","Hellickson","67EChestnutHillRd","Seattle","WA",98133,"206-540-6076","dottie@hellickson.org"
"Deandrea","Hughey","33LewisRd#46","Burlington","NC",27215,"336-822-7652","deandrea@yahoo.com"
"Kimberlie","Duenas","8100JacksonvilleRd#7","Hays","KS",67601,"785-629-8542","kimberlie_duenas@yahoo.com"
"Martina","Staback","7WWabansiaAve#227","Orlando","FL",32822,"407-471-6908","martina_staback@staback.com"
"Skye","Fillingim","25MintersChapelRd#9","Minneapolis","MN",55401,"612-508-2655","skye_fillingim@yahoo.com"
"Jade","Farrar","6882TorresdaleAve","Columbia","SC",29201,"803-352-5387","jade.farrar@yahoo.com"
"Charlene","Hamilton","985E6thAve","SantaRosa","CA",95407,"707-300-1771","charlene.hamilton@hotmail.com"
"Geoffrey","Acey","7WestAve#1","Palatine","IL",60067,"847-222-1734","geoffrey@gmail.com"
"Stevie","Westerbeck","26659N13thSt","CostaMesa","CA",92626,"949-867-4077","stevie.westerbeck@yahoo.com"
"Pamella","Fortino","669PackerlandDr#1438","Denver","CO",80212,"303-404-2210","pamella@fortino.com"
"Harrison","Haufler","759EldoraSt","NewHaven","CT","06515","203-801-6193","hhaufler@hotmail.com"
"Johnna","Engelberg","5SColoradoBlvd#449","Bothell","WA",98021,"425-986-7573","jengelberg@engelberg.org"
"Buddy","Cloney","944GaitherDr","Strongsville","OH",44136,"440-989-5826","buddy.cloney@yahoo.com"
"Dalene","Riden","66552MaloneRd","Plaistow","NH","03865","603-315-6839","dalene.riden@aol.com"
"Jerry","Zurcher","77MassillonRd#822","SatelliteBeach","FL",32937,"321-518-5938","jzurcher@zurcher.org"
"Haydee","Denooyer","25346NewRd","NewYork","NY",10016,"212-792-8658","hdenooyer@denooyer.org"
"Joseph","Cryer","60FillmoreAve","HuntingtonBeach","CA",92647,"714-584-2237","joseph_cryer@cox.net"
"Deonna","Kippley","57HavenAve#90","Southfield","MI",48075,"248-913-4677","deonna_kippley@hotmail.com"
"Raymon","Calvaresi","6538EPomonaSt#60","Indianapolis","IN",46222,"317-825-4724","raymon.calvaresi@gmail.com"
"Alecia","Bubash","6535JoyceSt","WichitaFalls","TX",76301,"940-276-7922","alecia@aol.com"
"Ma","Layous","78112MorrisAve","NorthHaven","CT","06473","203-721-3388","mlayous@hotmail.com"
"Detra","Coyier","96950HiddenLn","Aberdeen","MD",21001,"410-739-9277","detra@aol.com"
"Terrilyn","Rodeigues","3718SMainSt","NewOrleans","LA",70130,"504-463-4384","terrilyn.rodeigues@cox.net"
"Salome","Lacovara","9677CommerceDr","Richmond","VA",23219,"804-550-5097","slacovara@gmail.com"
"Garry","Keetch","5GreenPondRd#4","Southampton","PA",18966,"215-979-8776","garry_keetch@hotmail.com"
"Matthew","Neither","636 Commerce Dr #42","Shakopee","MN",55379,"952-651-7597","mneither@yahoo.com"
"Theodora","Restrepo","42744 Hamann Industrial Pky #82","Miami","FL",33136,"305-936-8226","theodora.restrepo@restrepo.com"
"Noah","Kalafatis","1950 5th Ave","Milwaukee","WI",53209,"414-263-5287","noah.kalafatis@aol.com"
"Carmen","Sweigard","61304 N French Rd","Somerset","NJ","08873","732-941-2621","csweigard@sweigard.com"
"Lavonda","Hengel","87 Imperial Ct #79","Fargo","ND",58102,"701-898-2154","lavonda@cox.net"
"Junita","Stoltzman","94 W Dodge Rd","Carson City","NV",89701,"775-638-9963","junita@aol.com"
"Herminia","Nicolozakes","4 58th St #3519","Scottsdale","AZ",85254,"602-954-5141","herminia@nicolozakes.org"
"Casie","Good","5221 Bear Valley Rd","Nashville","TN",37211,"615-390-2251","casie.good@aol.com"
"Reena","Maisto","9648 S Main","Salisbury","MD",21801,"410-351-1863","reena@hotmail.com"
"Mirta","Mallett","7 S San Marcos Rd","New York","NY",10004,"212-870-1286","mirta_mallett@gmail.com""
"Cathrine"  ,"Pontoriero"   ,"812SHavenSt"                    ,"Amarillo"         ,"TX",79109  ,"806-703-1435","cathrine.pontoriero@pontoriero.com"
"Filiberto" ,"Tawil"        ,"3882WCongressSt#799"            ,"LosAngeles"       ,"CA",90016  ,"323-765-2528","ftawil@hotmail.com"
"Raul"      ,"Upthegrove"   ,"4EColonialDr"                   ,"LaMesa"           ,"CA",91942  ,"619-509-5282","rupthegrove@yahoo.com"
"Sarah"     ,"Candlish"     ,"452ndAve#9759"                  ,"Atlanta"          ,"GA",30328  ,"770-732-1194","sarah.candlish@gmail.com"
"Lucy"      ,"Treston"      ,"57254BrickellAve#372"           ,"Worcester"        ,"MA","01602","508-769-5250","lucy@cox.net"
"Judy"      ,"Aquas"        ,"8977ConnecticutAveNw#3"         ,"Niles"            ,"MI",49120  ,"269-756-7222","jaquas@aquas.com"
"Yvonne"    ,"Tjepkema"     ,"9WaydellSt"                     ,"Fairfield"        ,"NJ","07004","973-714-1721","yvonne.tjepkema@hotmail.com"
"Kayleigh"  ,"Lace"         ,"43HueyPLongAve"                 ,"Lafayette"        ,"LA",70508  ,"337-740-9323","kayleigh.lace@yahoo.com"
"Felix"     ,"Hirpara"      ,"7563CornwallRd#4462"            ,"Denver"           ,"PA",17517  ,"717-491-5643","felix_hirpara@cox.net"
"Tresa"     ,"Sweely"       ,"22BridleLn"                   ,"ValleyPark"      ,"MO",63088  ,"314-359-9566","tresa_sweely@hotmail.com"
"Kristeen"  ,"Turinetti"    ,"70099ENorthAve"              ,"Arlington"        ,"TX",76013  ,"817-213-8851","kristeen@gmail.com"
"Jenelle"   ,"Regusters"    ,"3211ENortheastLoop"          ,"Tampa"            ,"FL",33619  ,"813-932-8715","jregusters@regusters.com"
"Renea"     ,"Monterrubio"  ,"26MontgomerySt"               ,"Atlanta"          ,"GA",30328  ,"770-679-4752","renea@hotmail.com"
"Olive"     ,"Matuszak"     ,"13252LighthouseAve"           ,"CathedralCity"   ,"CA",92234  ,"760-938-6069","olive@aol.com"
"Ligia"     ,"Reiber"       ,"206MainSt#2804"              ,"Lansing"          ,"MI",48933  ,"517-906-1108","lreiber@cox.net"
"Christiane","Eschberger"   ,"96541WCentralBlvd"           ,"Phoenix"          ,"AZ",85034  ,"602-390-4944","christiane.eschberger@yahoo.com"
"Goldie"    ,"Schirpke"     ,"34SaintGeorgeAve#2"         ,"Bangor"           ,"ME","04401","207-295-7569","goldie.schirpke@yahoo.com"
"Loreta"    ,"Timenez"      ,"47857ConeyIslandAve"         ,"Clinton"          ,"MD",20735  ,"301-696-6420","loreta.timenez@hotmail.com"m"
"Fabiola","Hauenstein","8573LincolnBlvd","York","PA",17404,"717-809-3119","fabiola.hauenstein@hauenstein.org"
"Amie","Perigo","596SantaMariaAve#7913","Mesquite","TX",75150,"972-419-7946","amie.perigo@yahoo.com"
"Raina","Brachle","3829VenturaBlvd","Butte","MT",59701,"406-318-1515","raina.brachle@brachle.org"
"Erinn","Canlas","13SHaciendaDr","Livingston","NJ","07039","973-767-3008","erinn.canlas@canlas.com"
"Cherry","Lietz","409thAveSw#91","Waterford","MI",48329,"248-980-6904","cherry@lietz.com"
"Kattie","Vonasek","2845BoulderCrescentSt","Cleveland","OH",44103,"216-923-3715","kattie@vonasek.org"
"Lilli","Scriven","33StateSt","Abilene","TX",79601,"325-631-1560","lilli@aol.com"
"Whitley","Tomasulo","2S15thSt","FortWorth","TX",76107,"817-526-4408","whitley.tomasulo@aol.com"
"Barbra","Adkin","4KohlerMemorialDr","Brooklyn","NY",11230,"718-201-3751","badkin@hotmail.com"
"Hermila","Thyberg","1RanchoDelMarShoppingC","Providence","RI","02903","401-893-4882","hermila_thyberg@hotmail.com"
"Jesusita","Flister","3943NHighlandAve","Lancaster","PA",17601,"717-885-9118","jesusita.flister@hotmail.com"
"Caitlin","Julia","5WilliamsSt","Johnston","RI","02919","401-948-4982","caitlin.julia@julia.org"
"Roosevelt","Hoffis","60OldDoverRd","Hialeah","FL",33014,"305-622-4739","roosevelt.hoffis@aol.com"
"Helaine","Halter","8SheridanRd","JerseyCity","NJ","07304","201-832-4168","hhalter@yahoo.com"
"Lorean","Martabano","85092SouthernBlvd","SanAntonio","TX",78204,"210-856-4979","lorean.martabano@hotmail.com"
"France","Buzick","64NewmanSpringsRdE","Brooklyn","NY",11219,"718-478-8504","france.buzick@yahoo.com"
"Justine","Ferrario","48StratfordAve","Pomona","CA",91768,"909-993-3242","jferrario@hotmail.com"
"Adelina","Nabours","80PittsfordVictorRd#9","Cleveland","OH",44103,"216-230-4892","adelina_nabours@gmail.com"
"Derick","Dhamer","87163NMainAve","NewYork","NY",10013,"212-304-4515","ddhamer@cox.net"
"Jerry","Dallen","393LafayetteAve","Richmond","VA",23219,"804-762-9576","jerry.dallen@yahoo.com"
"Leota","Ragel","995thAve#33","Trion","GA",30753,"706-221-4243","leota.ragel@gmail.com"
"Jutta","Amyot","49NMaysSt","Broussard","LA",70518,"337-515-1438","jamyot@hotmail.com"
"Aja","Gehrett","993WashingtonAve","Nutley","NJ","07110","973-544-2677","aja_gehrett@hotmail.com"
"Kirk","Herritt","8815thAveNe","Vestal","NY",13850,"607-407-3716","kirk.herritt@aol.com"
"Leonora","Mauson","3381E40thAve","Passaic","NJ","07055","973-412-2995","leonora@yahoo.com"
"Winfred","Brucato","201RidgewoodRd","Moscow","ID",83843,"208-252-4552","winfred_brucato@hotmail.com"
"Tarra","Nachor","39 Moccasin Dr","San Francisco","CA",94104,"415-411-1775","tarra.nachor@cox.net"
"Corinne","Loder","4 Carroll St","North Attleboro","MA","02760","508-942-4186","corinne@loder.org"
"Dulce","Labreche","9581 E Arapahoe Rd","Rochester","MI",48307,"248-357-8718","dulce_labreche@yahoo.com"
"Kate","Keneipp","33 N Michigan Ave","Green Bay","WI",54301,"920-353-6377","kate_keneipp@yahoo.com"
"Kaitlyn","Ogg","2 S Biscayne Blvd","Baltimore","MD",21230,"410-665-4903","kaitlyn.ogg@gmail.com"
"Sherita","Saras","8 Us Highway 22","Colorado Springs","CO",80937,"719-669-1664","sherita.saras@cox.net""
"Lashawnda" ,"Stuer"        ,"7422MartinAve#8"                ,"Toledo"           ,"OH",43607  ,"419-588-8719","lstuer@cox.net"
"Ernest"    ,"Syrop"        ,"94ChaseRd"                      ,"Hyattsville"      ,"MD",20785  ,"301-998-9644","ernest@cox.net"
"Nobuko"    ,"Halsey"       ,"8139IHwy10#92"                  ,"NewBedford"       ,"MA","02745","508-855-9887","nobuko.halsey@yahoo.com"
"Lavonna"   ,"Wolny"        ,"5CabotRd"                       ,"McLean"           ,"VA",22102  ,"703-483-1970","lavonna.wolny@hotmail.com"
"Lashaunda" ,"Lizama"       ,"3387RyanDr"                     ,"Hanover"          ,"MD",21076  ,"410-678-2473","llizama@cox.net"
"Mariann"   ,"Bilden"       ,"3125PackerAve#9851"             ,"Austin"           ,"TX",78753  ,"512-223-4791","mariann.bilden@aol.com"
"Helene"    ,"Rodenberger"  ,"347ChestnutSt"                  ,"Peoria"           ,"AZ",85381  ,"623-461-8551","helene@aol.com"
"Roselle"   ,"Estell"       ,"8116MountVernonAve"          ,"Bucyrus"          ,"OH",44820  ,"419-571-5920","roselle.estell@hotmail.com"
"Samira"    ,"Heintzman"    ,"8772OldCountyRd#5410"       ,"Kent"             ,"WA",98032  ,"206-311-4137","sheintzman@hotmail.com"
"Margart"   ,"Meisel"       ,"868StateSt#38"               ,"Cincinnati"       ,"OH",45251  ,"513-617-2362","margart_meisel@yahoo.com"
"Kristofer" ,"Bennick"      ,"772WRiverDr"                 ,"Bloomington"      ,"IN",47404  ,"812-368-1511","kristofer.bennick@yahoo.com"
"Weldon"    ,"Acuff"        ,"73WBarstowAve"               ,"ArlingtonHeights","IL",60004  ,"847-353-2156","wacuff@gmail.com"
"Shalon"    ,"Shadrick"     ,"61047MayfieldAve"             ,"Brooklyn"         ,"NY",11223  ,"718-232-2337","shalon@cox.net"
"Denise"    ,"Patak"        ,"2139SantaRosaAve"            ,"Orlando"          ,"FL",32801  ,"407-446-4358","denise@patak.org"
"Louvenia"  ,"Beech"        ,"59843rdSt"                    ,"BeverlyHills"    ,"CA",90210  ,"310-820-2117","louvenia.beech@beech.com"
"Audry"     ,"Yaw"          ,"70295PioneerCt"               ,"Brandon"          ,"FL",33511  ,"813-797-4816","audry.yaw@yaw.org"
"Kristel"   ,"Ehmann"       ,"92899KalakauaAve"             ,"ElPaso"          ,"TX",79925  ,"915-452-1290","kristel.ehmann@aol.com"
"Vincenza"  ,"Zepp"         ,"395S6thSt#2"                ,"ElCajon"         ,"CA",92020  ,"619-603-5125","vzepp@gmail.com"
"Elouise"   ,"Gwalthney"    ,"9506EdgemoreAve"              ,"Bladensburg"      ,"MD",20710  ,"301-841-5012","egwalthney@yahoo.com"
"Venita"    ,"Maillard"     ,"72119SWalkerAve#63"         ,"Anaheim"          ,"CA",92801  ,"714-523-6653","venita_maillard@gmail.com"
"Kasandra"  ,"Semidey"      ,"369LathamSt#500"             ,"SaintLouis"      ,"MO",63102  ,"314-732-9131","kasandra_semidey@semidey.com"
"Xochitl"   ,"Discipio"     ,"3158RunamuckPl"               ,"RoundRock"       ,"TX",78664  ,"512-233-1831","xdiscipio@gmail.com"
"Maile"     ,"Linahan"      ,"9PlainsboroRd#598"           ,"Greensboro"       ,"NC",27409  ,"336-670-2640","mlinahan@yahoo.com"
"Krissy"    ,"Rauser"       ,"8728SBroadSt"                ,"Coram"            ,"NY",11727  ,"631-443-4710","krauser@cox.net"
"Pete"      ,"Dubaldi"      ,"2215ProsperityDr"             ,"Lyndhurst"        ,"NJ","07071","201-825-2514","pdubaldi@hotmail.com"
"Linn"      ,"Paa"          ,"1SPineSt"                    ,"Memphis"          ,"TN",38112  ,"901-412-4381","linn_paa@paa.com"
"Paris"     ,"Wide"         ,"187MarketSt"                  ,"Atlanta"          ,"GA",30342  ,"404-505-4445","paris@hotmail.com"
"Wynell"    ,"Dorshorst"    ,"94290SBuchananSt"            ,"Pacifica"         ,"CA",94044  ,"650-473-1262","wynell_dorshorst@dorshorst.org"
"Quentin"   ,"Birkner"      ,"7061N2ndSt"                  ,"Burnsville"       ,"MN",55337  ,"952-702-7993","qbirkner@aol.com"
"Regenia"   ,"Kannady"      ,"10759MainSt"                  ,"Scottsdale"       ,"AZ",85260  ,"480-726-1280","regenia.kannady@cox.net"
"Sheron"    ,"Louissant"    ,"97E3rdSt#9"                 ,"LongIslandCity" ,"NY",11101  ,"718-976-8610","sheron@aol.com"
"Izetta"    ,"Funnell"      ,"82WinsorSt#54"               ,"Atlanta"          ,"GA",30340  ,"770-844-3447","izetta.funnell@hotmail.com"
"Rodolfo"   ,"Butzen"       ,"41SteelCt"                    ,"Northfield"       ,"MN",55057  ,"507-210-3510","rodolfo@hotmail.com"
"Zona"      ,"Colla"        ,"49440DearbornSt"              ,"Norwalk"          ,"CT","06854","203-461-1949","zona@hotmail.com"
"Serina"    ,"Zagen"        ,"7SBeverlyDr"                 ,"FortWayne"       ,"IN",46802  ,"260-273-3725","szagen@aol.com"
"Paz"       ,"Sahagun"      ,"919WallBlvd"                  ,"Meridian"         ,"MS",39307  ,"601-927-8287","paz_sahagun@cox.net"
"Markus"    ,"Lukasik"      ,"8920thStE#779"              ,"SterlingHeights" ,"MI",48310  ,"586-970-7380","markus@yahoo.com"
"Jaclyn"    ,"Bachman"      ,"721Interstate45S"            ,"ColoradoSprings" ,"CO",80919  ,"719-853-3600","jaclyn@aol.com"
"Cyril"     ,"Daufeldt"     ,"3LawtonSt"                    ,"NewYork"         ,"NY",10013  ,"212-745-8484","cyril_daufeldt@daufeldt.com"
"Gayla"     ,"Schnitzler"   ,"38PleasantHillRd"            ,"Hayward"          ,"CA",94545  ,"510-686-3407","gschnitzler@gmail.com"
"Erick"     ,"Nievas"       ,"45EAcaciaCt"                 ,"Chicago"          ,"IL",60624  ,"773-704-9903","erick_nievas@aol.com"
"Jennie"    ,"Drymon"       ,"63728PowayRd#1"              ,"Scranton"         ,"PA",18509  ,"570-218-4831","jennie@cox.net"
"Mitsue"    ,"Scipione"     ,"77222Dr"                      ,"Oroville"         ,"CA",95965  ,"530-986-9272","mscipione@scipione.com"
"Ciara"     ,"Ventura"      ,"53WCareySt"                  ,"PortJervis"      ,"NY",12771  ,"845-823-8877","cventura@yahoo.com"
"Galen"     ,"Cantres"      ,"617Nw36thAve"                ,"BrookPark"       ,"OH",44142  ,"216-600-6111","galen@yahoo.com"
"Truman"    ,"Feichtner"    ,"539ColdwaterCanyonAve"       ,"Bloomfield"       ,"NJ","07003","973-852-2736","tfeichtner@yahoo.com"
"Gail"      ,"Kitty"        ,"735CrawfordDr"                ,"Anchorage"        ,"AK",99501  ,"907-435-9166","gail@kitty.com"
"Dalene"    ,"Schoeneck"    ,"910RahwayAve"                 ,"Philadelphia"     ,"PA",19102  ,"215-268-1275","dalene@schoeneck.org"
"Gertude"   ,"Witten"       ,"7TarrytownRd"                 ,"Cincinnati"       ,"OH",45217  ,"513-977-7043","gertude.witten@gmail.com"
"Lizbeth"   ,"Kohl"         ,"35433BlakeSt#588"            ,"Gardena"          ,"CA",90248  ,"310-699-1222","lizbeth@yahoo.com"
"Glenn"     ,"Berray"       ,"29CherrySt#7073"             ,"DesMoines"       ,"IA",50315  ,"515-370-7348","gberray@gmail.com"
"Lashandra" ,"Klang"        ,"810NLaBreaAve"              ,"KingofPrussia"  ,"PA",19406  ,"610-809-1818","lashandra@yahoo.com"
"Lenna"     ,"Newville"     ,"987MainSt"                    ,"Raleigh"          ,"NC",27601  ,"919-623-2524","lnewville@newville.com"
"Laurel"    ,"Pagliuca"     ,"36EnterpriseStSe"            ,"Richland"         ,"WA",99352  ,"509-695-5199","laurel@yahoo.com"
"Mireya"    ,"Frerking"     ,"8429MillerRd"                 ,"Pelham"           ,"NY",10803  ,"914-868-5965","mireya.frerking@hotmail.com"
"Annelle"   ,"Tagala"       ,"5W7thSt"                     ,"Parkville"        ,"MD",21234  ,"410-757-1035","annelle@yahoo.com"
"Dean"      ,"Ketelsen"     ,"2FlynnRd"                     ,"Hicksville"       ,"NY",11801  ,"516-847-4418","dean_ketelsen@gmail.com"
"Levi"      ,"Munis"        ,"2094Ne36thAve"               ,"Worcester"        ,"MA","01603","508-456-4907","levi.munis@gmail.com"
"Sylvie"    ,"Ryser"        ,"649TulaneAve"                 ,"Tulsa"            ,"OK",74105  ,"918-644-9555","sylvie@aol.com"
"Sharee"    ,"Maile"        ,"2094MontourBlvd"              ,"Muskegon"         ,"MI",49442  ,"231-467-9978","sharee_maile@aol.com"
"Cordelia"  ,"Storment"     ,"393HammondDr"                 ,"Lafayette"        ,"LA",70506  ,"337-566-6001","cordelia_storment@aol.com"
"Mollie"    ,"Mcdoniel"     ,"8590LakeLizzieDr"            ,"BowlingGreen"    ,"OH",43402  ,"419-975-3182","mollie_mcdoniel@yahoo.com"
"Brett"     ,"Mccullan"     ,"87895ConcordRd"               ,"LaMesa"          ,"CA",91942  ,"619-461-9984","brett.mccullan@mccullan.com"
"Teddy"     ,"Pedrozo"      ,"46314Route130"                ,"Bridgeport"       ,"CT","06610","203-892-3863","teddy_pedrozo@aol.com"
"Tasia"     ,"Andreason"    ,"4CowesettAve"                 ,"Kearny"           ,"NJ","07032","201-920-9002","tasia_andreason@yahoo.com"
"Hubert"    ,"Walthall"     ,"95MainAve#2"                 ,"Barberton"        ,"OH",44203  ,"330-903-1345","hubert@walthall.org"
"Arthur"    ,"Farrow"       ,"28S7thSt#2824"              ,"Englewood"        ,"NJ","07631","201-238-5688","arthur.farrow@yahoo.com"
"Vilma"     ,"Berlanga"     ,"79SHowellAve"                ,"GrandRapids"     ,"MI",49546  ,"616-737-3085","vberlanga@berlanga.com"
"Billye"    ,"Miro"         ,"36LancasterDrSe"             ,"Pearl"            ,"MS",39208  ,"601-567-5386","billye_miro@cox.net"
"Glenna"    ,"Slayton"      ,"2759LivingstonAve"            ,"Memphis"          ,"TN",38118  ,"901-640-9178","glenna_slayton@cox.net"
"Mitzie"    ,"Hudnall"      ,"17JerseyAve"                  ,"Englewood"        ,"CO",80110  ,"303-402-1940","mitzie_hudnall@yahoo.com"
"Bernardine","Rodefer"      ,"2WGrandAve"                  ,"Memphis"          ,"TN",38112  ,"901-901-4726","bernardine_rodefer@yahoo.com"
"Staci"     ,"Schmaltz"     ,"18CoronadoAve#563"           ,"Pasadena"         ,"CA",91106  ,"626-866-2339","staci_schmaltz@aol.com"
"Nichelle"  ,"Meteer"       ,"72BeechwoodTer"               ,"Chicago"          ,"IL",60657  ,"773-225-9985","nichelle_meteer@meteer.com"
"Janine"    ,"Rhoden"       ,"92Broadway"                    ,"Astoria"          ,"NY",11103  ,"718-228-5894","jrhoden@yahoo.com"
"Ettie"     ,"Hoopengardner","39FranklinAve"                ,"Richland"         ,"WA",99352  ,"509-755-5393","ettie.hoopengardner@hotmail.com"
"Eden"      ,"Jayson"       ,"4IwaenaSt"                    ,"Baltimore"        ,"MD",21202  ,"410-890-7866","eden_jayson@yahoo.com"
"Lynelle"   ,"Auber"        ,"32820CorkwoodRd"              ,"Newark"           ,"NJ","07104","973-860-8610","lynelle_auber@gmail.com"
"Merissa"   ,"Tomblin"      ,"34RaritanCenterPky"          ,"Bellflower"       ,"CA",90706  ,"562-579-6900","merissa.tomblin@gmail.com"
"Golda"     ,"Kaniecki"     ,"6201SNevadaAve"              ,"TomsRiver"       ,"NJ","08755","732-628-9909","golda_kaniecki@yahoo.com"
"Catarina"  ,"Gleich"       ,"78MarylandDr#146"            ,"Denville"         ,"NJ","07834","973-210-3994","catarina_gleich@hotmail.com"
"Virgie"    ,"Kiel"         ,"76598RdI95#1"              ,"Denver"           ,"CO",80216  ,"303-776-7548","vkiel@hotmail.com"
"Jolene"    ,"Ostolaza"     ,"161014thStNw"                ,"NewportNews"     ,"VA",23608  ,"757-682-7116","jolene@yahoo.com"
"Keneth"    ,"Borgman"      ,"86350RoszelRd"                ,"Phoenix"          ,"AZ",85012  ,"602-919-4211","keneth@yahoo.com"
"Rikki"     ,"Nayar"        ,"1644CloveRd"                  ,"Miami"            ,"FL",33155  ,"305-968-9487","rikki@nayar.com"
"Elke"      ,"Sengbusch"    ,"9WCentralAve"                ,"Phoenix"          ,"AZ",85013  ,"602-896-2993","elke_sengbusch@yahoo.com"
"Hoa"       ,"Sarao"        ,"27846LafayetteAve"            ,"OakHill"         ,"FL",32759  ,"386-526-7800","hoa@sarao.org"
"Trinidad"  ,"Mcrae"        ,"10276BrooksSt"                ,"SanFrancisco"    ,"CA",94105  ,"415-331-9634","trinidad_mcrae@yahoo.com"
"Mari"      ,"Lueckenbach"  ,"1CenturyParkE"               ,"SanDiego"        ,"CA",92110  ,"858-793-9684","mari_lueckenbach@yahoo.com"
"Selma"     ,"Husser"       ,"9StateHighway57#22"         ,"JerseyCity"      ,"NJ","07306","201-991-8369","selma.husser@cox.net"
"Antione"   ,"Onofrio"      ,"4SWashingtonAve"             ,"SanBernardino"   ,"CA",92410  ,"909-430-7765","aonofrio@onofrio.com"
"Luisa"     ,"Jurney"       ,"25Se176thPl"                 ,"Cambridge"        ,"MA","02138","617-365-2134","ljurney@hotmail.com"
"Clorinda"  ,"Heimann"      ,"105RichmondValleyRd"         ,"Escondido"        ,"CA",92025  ,"760-291-5497","clorinda.heimann@hotmail.com"
"Dick"      ,"Wenzinger"    ,"22SpruceSt#595"              ,"Gardena"          ,"CA",90248  ,"310-510-9713","dick@yahoo.com"
"Ahmed"     ,"Angalich"     ,"2WBeverlyBlvd"               ,"Harrisburg"       ,"PA",17110  ,"717-528-8996","ahmed.angalich@angalich.com"
"Iluminada" ,"Ohms"         ,"72SouthernBlvd"               ,"Mesa"             ,"AZ",85204  ,"480-293-2882","iluminada.ohms@yahoo.com"
"Joanna"    ,"Leinenbach"   ,"1WashingtonSt"                ,"LakeWorth"       ,"FL",33461  ,"561-470-4574","joanna_leinenbach@hotmail.com"
"Caprice"   ,"Suell"        ,"90177N55thAve"               ,"Nashville"        ,"TN",37211  ,"615-246-1824","caprice@aol.com"
"Stephane"  ,"Myricks"      ,"9TowerAve"                    ,"Burlington"       ,"KY",41005  ,"859-717-7638","stephane_myricks@cox.net""
"Quentin","Swayze","278BayviewAve","Milan","MI",48160,"734-561-6170","quentin_swayze@yahoo.com"
"Annmarie","Castros","80312W32ndSt","Conroe","TX",77301,"936-751-7961","annmarie_castros@gmail.com"
"Shonda","Greenbush","82UsHighway46","Clifton","NJ","07011","973-482-2430","shonda_greenbush@cox.net"
"Cecil","Lapage","4StovallSt#72","UnionCity","NJ","07087","201-693-3967","clapage@lapage.com"
"Jeanice","Claucherty","19AmboyAve","Miami","FL",33142,"305-988-4162","jeanice.claucherty@yahoo.com"
